Country,Cancer_Type,Total_Deaths,Population_Size
South Korea,Stomach,2751.0,348342866.0
Bangladesh,Pancreatic,4700.0,737327714.0
Italy,Liver,4773.0,
Argentina,Thyroid,3462.0,323807814.0
South Africa,Stomach,3026.0,629066852.0
Turkey,Cervical,2184.0,246556888.0
Pakistan,Lung,477.0,76461364.0
Argentina,Stomach,1994.0,1227591481.0
Vietnam,Pancreatic,1321.0,1227024050.0
Mexico,Lung,4631.0,220045416.0
Australia,Pancreatic,4749.0,478071933.0
Australia,Liver,461.0,1354525928.0
Germany,Oesophagus,1981.0,1330636493.0
Indonesia,Stomach,2545.0,1120204789.0
South Africa,Lung,296.0,253677889.0
France,Liver,2867.0,1376680599.0
China,Pancreatic,2221.0,756405262.0
Egypt,Stomach,,818888303.0
Pakistan,Liver,2974.0,1167586336.0
Mexico,Pancreatic,2110.0,
China,Oesophagus,3384.0,1271243851.0
Turkey,Oesophagus,4945.0,35705651.0
Egypt,Breast,994.0,893764398.0
Nigeria,Prostate,2297.0,575997700.0
Saudi Arabia,Liver,1312.0,
Germany,Prostate,225.0,783363336.0
Turkey,Breast,1102.0,72663206.0
Italy,Colorectal,,1138147169.0
Brazil,Stomach,2632.0,1299668764.0
Turkey,Pancreatic,1367.0,887428144.0
USA,Thyroid,4622.0,
Brazil,Prostate,3417.0,99379962.0
South Korea,Prostate,1724.0,284025298.0
Bangladesh,Liver,383.0,875487195.0
Bangladesh,Stomach,1314.0,155875490.0
Bangladesh,Liver,3227.0,367142708.0
Mexico,Oesophagus,2995.0,
Saudi Arabia,Prostate,4830.0,
Vietnam,Stomach,4706.0,1012929109.0
Bangladesh,Cervical,4268.0,1088039555.0
France,Colorectal,2715.0,1349536711.0
South Africa,Pancreatic,4985.0,383954811.0
Bangladesh,Breast,465.0,1002137955.0
Saudi Arabia,Colorectal,757.0,1090262296.0
Germany,Breast,2734.0,717565020.0
Pakistan,Prostate,3416.0,1073523831.0
Australia,Colorectal,3553.0,784394641.0
Russia,Colorectal,4492.0,578682307.0
UK,Pancreatic,2609.0,697889555.0
Russia,Thyroid,,1278912813.0
Brazil,Pancreatic,4021.0,476209927.0
Spain,Liver,4680.0,983152154.0
Russia,Thyroid,3007.0,668915686.0
Egypt,Colorectal,1779.0,780428770.0
Nigeria,Thyroid,1951.0,529756376.0
Saudi Arabia,Thyroid,4809.0,1206110772.0
Saudi Arabia,Liver,1091.0,332064781.0
Vietnam,Stomach,76.0,193845230.0
Spain,Prostate,2633.0,838783719.0
China,Stomach,1102.0,459348830.0
Vietnam,Prostate,1724.0,2034576.0
France,Stomach,,
South Africa,Stomach,1708.0,268298683.0
Brazil,Breast,4785.0,902406735.0
Nigeria,Thyroid,4001.0,1284317231.0
Germany,Oesophagus,3238.0,1001748611.0
Bangladesh,Liver,1791.0,990178742.0
South Africa,Stomach,4137.0,1336599940.0
Saudi Arabia,Colorectal,4187.0,1143431273.0
USA,Cervical,3281.0,8817325.0
Mexico,Breast,1764.0,1355917416.0
Canada,Cervical,3246.0,853672817.0
Vietnam,Lung,3381.0,134503955.0
Australia,Pancreatic,3397.0,42806666.0
India,Lung,2036.0,1021991156.0
Vietnam,Prostate,3594.0,655967992.0
Germany,Stomach,751.0,282954114.0
South Korea,Liver,1504.0,
Vietnam,Colorectal,3836.0,563562995.0
Germany,Oesophagus,2521.0,142063267.0
Argentina,Oesophagus,4310.0,1398359575.0
Saudi Arabia,Breast,3094.0,760835886.0
China,Breast,3933.0,920498657.0
Japan,Breast,2990.0,547417363.0
Spain,Breast,1870.0,345336498.0
UK,Thyroid,2852.0,856330359.0
South Korea,Stomach,3845.0,74363634.0
Canada,Cervical,2513.0,383370352.0
Egypt,Stomach,3421.0,1127636028.0
Indonesia,Stomach,385.0,
Mexico,Lung,1974.0,239965027.0
Bangladesh,Liver,,394268084.0
Australia,Colorectal,2838.0,1389880162.0
Italy,Prostate,4175.0,
Germany,Liver,3656.0,662306107.0
Italy,Breast,1590.0,996466302.0
Italy,Cervical,624.0,887518353.0
Vietnam,Lung,270.0,1020397524.0
Pakistan,Thyroid,4972.0,888767987.0
UK,Cervical,2063.0,937192479.0
Australia,Lung,,100099004.0
Japan,Pancreatic,,885506933.0
Bangladesh,Thyroid,1070.0,440293597.0
Turkey,Breast,1538.0,94660634.0
Argentina,Prostate,2011.0,1238822286.0
Egypt,Breast,3533.0,
UK,Cervical,487.0,61072596.0
Canada,Breast,528.0,650416055.0
Japan,Pancreatic,832.0,433891353.0
Mexico,Breast,4217.0,275343960.0
Mexico,Lung,4727.0,1261072300.0
Nigeria,Oesophagus,269.0,630606494.0
Indonesia,Breast,1077.0,1040481339.0
Pakistan,Pancreatic,339.0,124761204.0
South Korea,Stomach,429.0,691732847.0
USA,Stomach,4023.0,923461765.0
Canada,Prostate,,63108847.0
Egypt,Prostate,,333555671.0
Canada,Prostate,2008.0,693009449.0
Vietnam,Liver,2177.0,350972382.0
Pakistan,Colorectal,115.0,132100498.0
Russia,Prostate,2233.0,435400132.0
South Korea,Breast,4544.0,999424913.0
Bangladesh,Prostate,3824.0,1014595074.0
UK,Colorectal,4492.0,1376327562.0
UK,Liver,3969.0,529967645.0
Australia,Colorectal,827.0,417845748.0
Australia,Cervical,2616.0,1083586658.0
Brazil,Prostate,1953.0,125917259.0
Nigeria,Prostate,2811.0,434636270.0
Indonesia,Prostate,3901.0,108343095.0
UK,Cervical,128.0,113914031.0
South Korea,Colorectal,1631.0,1230365572.0
South Africa,Lung,2212.0,174361242.0
Spain,Breast,1035.0,1314165605.0
Russia,Pancreatic,1535.0,36316235.0
Pakistan,Breast,2670.0,569204936.0
Bangladesh,Prostate,1014.0,1103998353.0
South Korea,Liver,2597.0,286393154.0
UK,Cervical,878.0,1074038422.0
Nigeria,Lung,3223.0,1181064925.0
Nigeria,Thyroid,2723.0,658291449.0
Saudi Arabia,Lung,1768.0,787962775.0
Argentina,Pancreatic,2482.0,794253732.0
USA,Breast,1278.0,387951908.0
USA,Prostate,2460.0,1324996675.0
UK,Oesophagus,3828.0,1109890168.0
Spain,Thyroid,1890.0,561173564.0
China,Prostate,547.0,461670491.0
Canada,Cervical,586.0,571390543.0
Spain,Thyroid,3355.0,1132436231.0
Nigeria,Pancreatic,1214.0,873187695.0
Bangladesh,Oesophagus,2021.0,1240981889.0
Vietnam,Colorectal,3577.0,655441629.0
Bangladesh,Colorectal,349.0,420833191.0
South Korea,Colorectal,2436.0,999243933.0
Nigeria,Liver,4448.0,872709450.0
South Africa,Colorectal,4013.0,1261737556.0
USA,Stomach,4737.0,117536307.0
Germany,Thyroid,4221.0,1268466078.0
USA,Oesophagus,3909.0,1347268544.0
Mexico,Cervical,963.0,404374535.0
Australia,Stomach,4925.0,731179105.0
Brazil,Stomach,3745.0,452077199.0
Turkey,Oesophagus,970.0,1378370074.0
South Korea,Cervical,1573.0,499706002.0
Japan,Thyroid,1799.0,287305820.0
Argentina,Breast,3667.0,833800232.0
Turkey,Prostate,2750.0,729646023.0
Pakistan,Breast,1055.0,809487485.0
Spain,Pancreatic,1751.0,458129318.0
Russia,Oesophagus,3352.0,932537816.0
UK,Breast,853.0,246602201.0
UK,Breast,3416.0,928885721.0
Germany,Breast,2942.0,
Egypt,Colorectal,3548.0,1290649150.0
Australia,Lung,3212.0,666556058.0
Turkey,Breast,164.0,1063639914.0
Turkey,Prostate,3379.0,1240735782.0
UK,Oesophagus,4518.0,917658248.0
Australia,Pancreatic,4995.0,1276879117.0
Spain,Lung,2187.0,156517188.0
Russia,Liver,4902.0,746413297.0
India,Prostate,80.0,
India,Prostate,1855.0,967767550.0
Italy,Colorectal,3619.0,1092983350.0
UK,Colorectal,1486.0,159194348.0
Australia,Oesophagus,4835.0,1355269006.0
Saudi Arabia,Prostate,3478.0,1177641013.0
Bangladesh,Cervical,506.0,154455323.0
Egypt,Cervical,498.0,1202036448.0
UK,Oesophagus,117.0,439946181.0
Vietnam,Breast,4139.0,225656242.0
South Africa,Stomach,1912.0,159479307.0
Bangladesh,Liver,1852.0,
Bangladesh,Pancreatic,4612.0,1068461992.0
Italy,Colorectal,3481.0,1081188224.0
UK,Pancreatic,177.0,273753908.0
Pakistan,Stomach,4878.0,1300480599.0
Brazil,Thyroid,3875.0,798708844.0
Australia,Oesophagus,1317.0,1273220348.0
South Korea,Breast,4060.0,847400797.0
Canada,Lung,1092.0,
Vietnam,Breast,3788.0,302834131.0
China,Prostate,417.0,916855188.0
Spain,Breast,2654.0,21606546.0
Egypt,Prostate,2690.0,206086683.0
Australia,Pancreatic,4957.0,594362271.0
Pakistan,Thyroid,108.0,1303961053.0
UK,Colorectal,4306.0,489762810.0
Egypt,Thyroid,152.0,994826009.0
South Africa,Prostate,4991.0,1026948738.0
Egypt,Lung,4557.0,958933598.0
UK,Stomach,835.0,1107172225.0
France,Pancreatic,4328.0,261011257.0
Argentina,Pancreatic,3995.0,1051694197.0
Argentina,Breast,2496.0,1304840777.0
Canada,Colorectal,,86476005.0
Vietnam,Breast,2752.0,731021407.0
Australia,Breast,486.0,1180309584.0
Bangladesh,Prostate,2415.0,951235506.0
Indonesia,Stomach,4751.0,227531628.0
Turkey,Colorectal,546.0,494946710.0
Italy,Breast,1416.0,537189073.0
Japan,Pancreatic,2915.0,567699594.0
Turkey,Breast,1901.0,125022650.0
Germany,Liver,1072.0,1091764411.0
Mexico,Oesophagus,3180.0,100859859.0
Argentina,Pancreatic,2894.0,425557245.0
Vietnam,Liver,1539.0,107966442.0
Turkey,Oesophagus,,1369788210.0
India,Lung,4482.0,1206777513.0
South Korea,Liver,3439.0,337066139.0
Turkey,Prostate,252.0,31967138.0
Japan,Lung,280.0,1209629268.0
Spain,Cervical,3684.0,243297861.0
Italy,Colorectal,3178.0,1035032348.0
India,Pancreatic,2741.0,270791028.0
Mexico,Cervical,3541.0,1181496982.0
USA,Pancreatic,3012.0,600434931.0
France,Colorectal,2377.0,530629636.0
China,Colorectal,4954.0,250798997.0
Canada,Pancreatic,4611.0,1107772360.0
Japan,Colorectal,2834.0,1162106783.0
Italy,Liver,853.0,939090441.0
Mexico,Thyroid,4411.0,1391950061.0
India,Stomach,,1039175210.0
UK,Pancreatic,2951.0,1211440816.0
South Africa,Cervical,225.0,1200042523.0
South Korea,Cervical,1494.0,317700230.0
South Korea,Colorectal,4053.0,1073048285.0
Bangladesh,Pancreatic,3582.0,640793962.0
Bangladesh,Thyroid,4399.0,518913836.0
Mexico,Thyroid,,72130354.0
India,Stomach,2204.0,488538853.0
France,Liver,2155.0,979821374.0
Bangladesh,Stomach,3463.0,1337385837.0
Germany,Prostate,3411.0,939028800.0
Indonesia,Cervical,4229.0,259976252.0
France,Thyroid,1190.0,250365985.0
Pakistan,Colorectal,4857.0,1181968168.0
France,Thyroid,1811.0,982919958.0
Australia,Thyroid,1990.0,290241107.0
India,Oesophagus,1856.0,634241809.0
Argentina,Cervical,3223.0,260314089.0
Argentina,Prostate,706.0,996642343.0
Bangladesh,Stomach,2553.0,29558292.0
Vietnam,Prostate,708.0,477907591.0
Saudi Arabia,Oesophagus,2888.0,645730529.0
Nigeria,Liver,4996.0,1095682122.0
Spain,Prostate,4286.0,
Egypt,Thyroid,2503.0,234580530.0
Nigeria,Lung,1104.0,665232234.0
Brazil,Pancreatic,3091.0,590785607.0
UK,Prostate,4053.0,75985415.0
Indonesia,Pancreatic,2388.0,1364621568.0
Spain,Oesophagus,160.0,728529270.0
Bangladesh,Prostate,1768.0,577700468.0
Japan,Prostate,4341.0,
Australia,Breast,175.0,1114732917.0
USA,Thyroid,311.0,1001011165.0
Indonesia,Colorectal,2984.0,783514677.0
France,Pancreatic,2252.0,
Saudi Arabia,Liver,1654.0,832742368.0
Australia,Breast,4253.0,1148995665.0
Argentina,Thyroid,2132.0,1001235673.0
Indonesia,Oesophagus,3992.0,923677253.0
China,Pancreatic,704.0,281888770.0
Bangladesh,Stomach,2513.0,929562602.0
Indonesia,Oesophagus,334.0,447069125.0
Pakistan,Colorectal,2615.0,1219730317.0
Australia,Pancreatic,3851.0,580633489.0
Nigeria,Oesophagus,76.0,694607247.0
Indonesia,Breast,2324.0,1237380759.0
Saudi Arabia,Oesophagus,3917.0,1230644044.0
Nigeria,Colorectal,4022.0,529218176.0
China,Colorectal,1641.0,352664805.0
Nigeria,Lung,3431.0,14607568.0
Vietnam,Prostate,4993.0,1133426616.0
Brazil,Stomach,1178.0,441211276.0
Indonesia,Stomach,4163.0,902417740.0
Turkey,Breast,2186.0,1071799176.0
Russia,Colorectal,206.0,831994040.0
Spain,Lung,1339.0,585700765.0
Australia,Thyroid,2231.0,737696740.0
France,Lung,2561.0,1060325240.0
Russia,Liver,1821.0,1005714797.0
UK,Oesophagus,1205.0,1230227651.0
Turkey,Prostate,2838.0,240191841.0
Australia,Lung,3026.0,398409217.0
Japan,Oesophagus,3549.0,518828542.0
Russia,Prostate,,851112831.0
Vietnam,Pancreatic,253.0,165654066.0
South Africa,Liver,1872.0,717494480.0
Indonesia,Liver,1409.0,579470332.0
USA,Colorectal,2594.0,665216949.0
South Africa,Liver,491.0,238201578.0
Bangladesh,Pancreatic,,654561436.0
Saudi Arabia,Colorectal,4087.0,43944774.0
India,Cervical,,308698605.0
Germany,Thyroid,1248.0,242823254.0
Egypt,Breast,2966.0,546151117.0
Canada,Oesophagus,3935.0,113151699.0
Bangladesh,Thyroid,4225.0,300947447.0
India,Thyroid,2909.0,760388787.0
Mexico,Stomach,3012.0,573363344.0
Bangladesh,Lung,1417.0,475026399.0
Saudi Arabia,Liver,,343181912.0
Canada,Cervical,2959.0,1293720754.0
Egypt,Lung,2266.0,1284381432.0
Russia,Breast,3455.0,339643226.0
Nigeria,Lung,3109.0,186447578.0
Mexico,Stomach,2333.0,1141228781.0
Japan,Breast,4544.0,786154732.0
Italy,Pancreatic,870.0,1055995469.0
Canada,Pancreatic,,635088313.0
Saudi Arabia,Colorectal,2574.0,515816815.0
Mexico,Lung,4990.0,1197433748.0
Saudi Arabia,Oesophagus,2682.0,709588123.0
Vietnam,Cervical,2712.0,1313064221.0
South Africa,Stomach,,771442712.0
UK,Breast,4503.0,1147895154.0
South Korea,Cervical,3179.0,737620341.0
China,Lung,4064.0,
USA,Oesophagus,4666.0,1261971115.0
Saudi Arabia,Lung,4538.0,847893595.0
Spain,Liver,1716.0,1176976374.0
Germany,Liver,3450.0,167938308.0
Japan,Stomach,3632.0,102690331.0
Turkey,Breast,2250.0,84670727.0
Bangladesh,Breast,942.0,714742719.0
Germany,Thyroid,4000.0,171285637.0
Indonesia,Stomach,1033.0,1099800991.0
USA,Stomach,632.0,13404107.0
Saudi Arabia,Oesophagus,4165.0,874824204.0
Brazil,Liver,2690.0,845829286.0
USA,Breast,2023.0,579055915.0
Canada,Lung,3467.0,1094219516.0
Australia,Stomach,4164.0,434489313.0
Italy,Colorectal,2465.0,778292118.0
USA,Prostate,938.0,
Mexico,Breast,1933.0,367871919.0
Japan,Pancreatic,4871.0,349577022.0
Argentina,Breast,3872.0,1014437755.0
Mexico,Colorectal,196.0,26152582.0
Italy,Breast,1766.0,337864756.0
China,Colorectal,2527.0,570392336.0
Vietnam,Prostate,4993.0,253584413.0
Egypt,Thyroid,1513.0,1205601070.0
Turkey,Oesophagus,2295.0,543063484.0
Mexico,Prostate,1360.0,317749744.0
Vietnam,Cervical,4710.0,1196074145.0
Russia,Thyroid,418.0,172858778.0
Vietnam,Oesophagus,1313.0,1392328697.0
Canada,Liver,2899.0,1192992920.0
Vietnam,Colorectal,2797.0,579770683.0
Canada,Stomach,2615.0,216890018.0
India,Cervical,1868.0,83341189.0
Spain,Prostate,1937.0,1392842969.0
South Korea,Breast,3833.0,1285543461.0
China,Prostate,109.0,1077500774.0
USA,Oesophagus,594.0,394966458.0
Argentina,Cervical,3114.0,865639006.0
South Korea,Lung,1280.0,935634626.0
Turkey,Oesophagus,608.0,338159895.0
Australia,Thyroid,1562.0,945893454.0
Turkey,Prostate,719.0,447125381.0
Spain,Prostate,307.0,1178537802.0
Argentina,Cervical,1120.0,556323682.0
India,Colorectal,1100.0,762344367.0
Turkey,Cervical,4088.0,1235360874.0
Nigeria,Stomach,4072.0,855409148.0
Italy,Prostate,194.0,861037287.0
South Africa,Colorectal,2684.0,1382436886.0
Turkey,Colorectal,,252391913.0
Italy,Cervical,850.0,264837438.0
South Africa,Liver,,881950441.0
South Korea,Oesophagus,3798.0,865886646.0
Argentina,Thyroid,2479.0,14736706.0
Saudi Arabia,Liver,2873.0,
South Korea,Prostate,,49570445.0
Brazil,Prostate,4024.0,1001155986.0
Nigeria,Prostate,3539.0,484853396.0
Australia,Pancreatic,4472.0,1303913915.0
France,Breast,1464.0,
Canada,Lung,3418.0,78389160.0
Mexico,Pancreatic,4775.0,390430009.0
Italy,Lung,3944.0,679109748.0
Vietnam,Colorectal,3896.0,983125355.0
Russia,Prostate,2078.0,1179886445.0
Egypt,Stomach,1244.0,304970596.0
Argentina,Thyroid,2074.0,896299877.0
USA,Cervical,1407.0,98132652.0
Spain,Thyroid,2860.0,293383397.0
Bangladesh,Stomach,618.0,1251637293.0
Vietnam,Cervical,1995.0,363679562.0
USA,Colorectal,396.0,691284636.0
Bangladesh,Stomach,457.0,297490668.0
Egypt,Prostate,4278.0,673494205.0
Germany,Stomach,3803.0,68971280.0
South Korea,Prostate,663.0,934908029.0
Turkey,Stomach,155.0,
Australia,Stomach,2268.0,605651531.0
Bangladesh,Liver,3849.0,535665681.0
Vietnam,Thyroid,4407.0,977286344.0
France,Lung,3963.0,593768194.0
Brazil,Pancreatic,543.0,1193971337.0
UK,Liver,3918.0,187925930.0
Argentina,Lung,4435.0,58810055.0
Vietnam,Liver,3384.0,1295713715.0
Brazil,Breast,3970.0,1395545194.0
Saudi Arabia,Cervical,1918.0,46887377.0
UK,Prostate,1488.0,318601203.0
Nigeria,Pancreatic,1402.0,1305682014.0
Brazil,Liver,94.0,
Japan,Liver,4960.0,264297888.0
Canada,Colorectal,2430.0,735082012.0
China,Stomach,4610.0,437743867.0
India,Breast,249.0,111518624.0
Bangladesh,Pancreatic,4474.0,358933026.0
Indonesia,Pancreatic,2337.0,576486465.0
France,Cervical,4943.0,1387941855.0
Mexico,Pancreatic,4847.0,749431158.0
Mexico,Oesophagus,2680.0,559865732.0
Pakistan,Pancreatic,2818.0,1055772519.0
UK,Liver,2457.0,964385367.0
Bangladesh,Oesophagus,3841.0,1537460.0
Spain,Lung,3343.0,351962237.0
Japan,Stomach,2896.0,144816344.0
Pakistan,Oesophagus,3361.0,733359973.0
Argentina,Lung,2601.0,562971142.0
Saudi Arabia,Breast,1487.0,451449650.0
Italy,Thyroid,176.0,595700920.0
China,Prostate,1670.0,696502239.0
Vietnam,Liver,3369.0,1205410470.0
Turkey,Oesophagus,531.0,974994143.0
South Korea,Thyroid,4428.0,139255616.0
Mexico,Stomach,2171.0,1190028553.0
India,Colorectal,3185.0,816110700.0
Vietnam,Breast,2870.0,738043007.0
Spain,Prostate,2421.0,346200835.0
Bangladesh,Stomach,288.0,1304434204.0
Brazil,Breast,1470.0,1016846278.0
Italy,Colorectal,390.0,525626853.0
India,Lung,3400.0,688521861.0
India,Colorectal,3043.0,776055688.0
South Korea,Oesophagus,1536.0,124594909.0
Germany,Prostate,4607.0,174663125.0
Spain,Pancreatic,4125.0,377349414.0
Germany,Cervical,4943.0,1226902565.0
Argentina,Liver,782.0,730933613.0
Italy,Liver,3528.0,512370592.0
Australia,Lung,211.0,451519449.0
Spain,Stomach,2545.0,1067159039.0
Nigeria,Prostate,181.0,437169608.0
USA,Pancreatic,1907.0,538991894.0
UK,Lung,1292.0,1053217490.0
Canada,Cervical,3538.0,737908777.0
Bangladesh,Oesophagus,721.0,574875855.0
Italy,Oesophagus,554.0,402372184.0
Australia,Pancreatic,2206.0,
Australia,Pancreatic,1311.0,1197566194.0
Spain,Pancreatic,342.0,1342736109.0
UK,Colorectal,3700.0,748435782.0
Australia,Liver,4973.0,112069473.0
Nigeria,Thyroid,4332.0,921600397.0
Australia,Prostate,1109.0,619527510.0
Canada,Thyroid,2353.0,784392662.0
South Africa,Colorectal,2845.0,238505657.0
UK,Stomach,1251.0,58450522.0
Nigeria,Oesophagus,3363.0,1315919524.0
USA,Liver,2138.0,123309533.0
South Africa,Pancreatic,3478.0,267377603.0
South Africa,Cervical,2210.0,1376358045.0
Italy,Cervical,,1359709826.0
Bangladesh,Cervical,768.0,679486265.0
Italy,Prostate,1896.0,1213698838.0
Spain,Pancreatic,927.0,347005992.0
UK,Liver,3317.0,1191281695.0
Australia,Oesophagus,4547.0,1337863752.0
Argentina,Thyroid,113.0,58561928.0
Saudi Arabia,Pancreatic,2749.0,169715083.0
USA,Pancreatic,2983.0,21488064.0
Nigeria,Colorectal,422.0,287283613.0
Brazil,Stomach,4077.0,356340103.0
Spain,Cervical,355.0,97161773.0
Australia,Lung,2564.0,420547437.0
Vietnam,Liver,981.0,1174226121.0
South Korea,Colorectal,2040.0,343648677.0
China,Stomach,3706.0,343608680.0
Italy,Stomach,1465.0,74231538.0
Brazil,Breast,411.0,232470357.0
Turkey,Cervical,2818.0,634158799.0
Nigeria,Breast,765.0,1393814418.0
Nigeria,Colorectal,1695.0,1316526090.0
Egypt,Stomach,592.0,964478858.0
Egypt,Lung,1597.0,281904973.0
Russia,Liver,2291.0,1196437030.0
Australia,Breast,701.0,858148057.0
South Korea,Stomach,1100.0,1066415851.0
South Africa,Liver,4792.0,884761555.0
South Africa,Cervical,,1179416595.0
UK,Thyroid,3051.0,859847478.0
Pakistan,Liver,3134.0,1383559620.0
Mexico,Stomach,,376294510.0
Vietnam,Colorectal,852.0,466659708.0
Italy,Breast,2704.0,1382994606.0
Indonesia,Breast,1730.0,604945947.0
France,Oesophagus,1657.0,2926049.0
Italy,Stomach,3572.0,990361036.0
Mexico,Oesophagus,2107.0,870939491.0
USA,Lung,2771.0,666226491.0
Australia,Lung,4871.0,708993774.0
USA,Stomach,2613.0,
Indonesia,Breast,3662.0,1160424847.0
Turkey,Cervical,252.0,838428237.0
Russia,Prostate,991.0,105832321.0
USA,Lung,638.0,1183482352.0
Canada,Breast,620.0,569024847.0
Mexico,Pancreatic,3054.0,684002819.0
Bangladesh,Pancreatic,,577522282.0
Saudi Arabia,Oesophagus,1395.0,102104741.0
Australia,Liver,467.0,
Pakistan,Cervical,1692.0,908967496.0
France,Oesophagus,1415.0,643011473.0
Egypt,Pancreatic,58.0,704534058.0
India,Cervical,581.0,970914591.0
USA,Prostate,4294.0,1341343405.0
Russia,Liver,1602.0,1260971667.0
UK,Oesophagus,1085.0,611430974.0
Nigeria,Pancreatic,4621.0,1089736869.0
South Africa,Lung,1667.0,855093907.0
Brazil,Lung,3766.0,488696313.0
Canada,Oesophagus,1126.0,1249092386.0
Italy,Prostate,4351.0,1306043.0
Italy,Prostate,4065.0,445769268.0
Russia,Stomach,,1359295059.0
Bangladesh,Liver,4890.0,674353568.0
Canada,Breast,962.0,1027271986.0
Canada,Prostate,4199.0,302575084.0
Russia,Liver,,584213325.0
UK,Prostate,3611.0,147067166.0
UK,Stomach,393.0,418159573.0
China,Thyroid,1242.0,483866460.0
USA,Prostate,1982.0,997900387.0
Spain,Liver,752.0,628751920.0
Bangladesh,Stomach,1948.0,619410793.0
Saudi Arabia,Stomach,3643.0,193304156.0
Italy,Liver,248.0,964803526.0
France,Liver,3282.0,181275084.0
Japan,Lung,2872.0,1273836021.0
Pakistan,Thyroid,4534.0,950641357.0
UK,Stomach,523.0,259792069.0
China,Lung,4910.0,971299023.0
Bangladesh,Cervical,1704.0,808510824.0
Pakistan,Oesophagus,641.0,1333342100.0
Saudi Arabia,Oesophagus,1898.0,1313604925.0
Mexico,Stomach,3091.0,504425899.0
Indonesia,Lung,217.0,452902351.0
Pakistan,Thyroid,4429.0,952294980.0
Germany,Thyroid,3320.0,1313576407.0
South Korea,Cervical,4057.0,810531657.0
Canada,Stomach,4060.0,292458538.0
USA,Prostate,3898.0,1098975022.0
Germany,Cervical,2231.0,1194908473.0
Nigeria,Lung,1704.0,143496698.0
Egypt,Prostate,4267.0,1096275810.0
Egypt,Oesophagus,882.0,
Brazil,Colorectal,1071.0,181237390.0
Argentina,Oesophagus,2043.0,893459528.0
Pakistan,Stomach,3542.0,1007722603.0
China,Liver,,708316445.0
France,Oesophagus,1565.0,1076592311.0
UK,Pancreatic,3720.0,222588399.0
Vietnam,Oesophagus,338.0,742689908.0
Brazil,Oesophagus,1126.0,1068871808.0
Nigeria,Oesophagus,1421.0,52561647.0
Saudi Arabia,Oesophagus,1124.0,967731845.0
South Africa,Prostate,4984.0,253854061.0
Mexico,Prostate,3009.0,357330104.0
Russia,Oesophagus,89.0,629136824.0
Vietnam,Breast,4324.0,534354675.0
Nigeria,Breast,3672.0,628511888.0
Germany,Prostate,232.0,191681778.0
Egypt,Colorectal,1809.0,1301368993.0
Italy,Liver,1819.0,685610669.0
Bangladesh,Cervical,4850.0,568037351.0
Japan,Pancreatic,546.0,1373329918.0
Brazil,Pancreatic,646.0,978386998.0
Germany,Oesophagus,2558.0,119993881.0
Turkey,Colorectal,3876.0,649903292.0
Nigeria,Breast,4619.0,1020243813.0
Canada,Breast,734.0,512575432.0
Saudi Arabia,Colorectal,368.0,970138692.0
USA,Liver,3676.0,23176593.0
Germany,Prostate,1485.0,1214980309.0
France,Liver,2453.0,383174091.0
France,Stomach,2714.0,617230059.0
Australia,Stomach,4374.0,1071980501.0
Russia,Breast,778.0,1129457699.0
